outside_temp,outside_humidity,outdoor_light,target_indoor_temp
11.854305348131312,72.34450572272448,479.8696105075855,21.85365583978839
37.78214378844623,26.402605581274933,327.2996735766922,20.093632701920185
27.93972738151323,39.38638491629912,38.99482698539689,21.246128554196353
21.93963178886665,81.89434771834006,642.957105481985,19.96179244580316
2.0208388199096436,62.29486829430557,686.2303930134667,21.364361952470663
2.019753415129119,94.23752494296357,301.73039064828447,22.50819114491929
-2.386237452431024,54.30011266730834,429.562565186529,25.99480362027733
33.97792655987208,89.58498926511385,315.2090383706227,17.956833757314545
22.050175528444395,55.916434998259,225.31575562028442,22.10290646207664
26.863266000822048,98.33986229615883,54.12315500046534,19.39906195318178
-4.07369775668889,96.78675051191014,319.2474112781092,23.76896165646161
38.645943347289744,46.330936444486426,572.8691894516161,18.461382410760447
32.45991883601898,90.87389363334425,11.922022761602502,19.368541523093473
4.555259980522427,87.80890993725194,407.4753782261556,22.992581240207127
3.182123524319527,36.854431786205026,616.5404761086822,22.809722468756352
3.2532029434045224,69.94323206266158,152.2846010100506,22.877814620639544
8.690900933179197,25.81458524718519,128.27910528234352,23.196492066533423
18.614039423450702,86.93685764667693,540.5936379913602,19.88488748182605
14.437525838895208,33.96367068027972,178.56050178350532,22.58904295823526
8.105311308911887,25.66517611086116,134.38898729245392,24.812743684616876
22.533380262507077,52.0175276431049,264.59247539846456,21.082531696728026
1.2772237293418822,66.15377108797148,274.75140858915256,24.284265682440825
8.146509184084817,88.39335668478168,611.8707441115962,21.8122857042309
11.486282948216125,97.93940204173892,432.9104303535738,20.498256906209267
15.523149289766618,55.15940100558909,284.1730194377125,21.97321302271836
30.33291826268561,24.835753838821617,374.0715750000368,20.2563909255453
3.985320197126189,79.92924632206964,667.7756633276919,22.980607771074812
18.140549728612523,65.213860497915,79.25027362692676,20.949947860120208
21.65865559879191,55.83130758755705,145.400865207284,19.690673533724347
-2.9097314276001023,44.74151030337517,673.7700946105887,24.238847500329076
22.339518335564726,60.19188222748285,670.1273939690428,20.29232733359553
2.6735855659281187,47.09436835656248,124.01579488534085,24.247818821028737
-2.0726783156624218,80.56094941978883,101.57617198770875,24.50443625384707
