outside_temp,outside_humidity,indoor_light,target_indoor_temp
11.854305348131312,72.34450572272448,2742.1120600433455,21.85365583978839
37.78214378844623,26.402605581274933,1870.28384900967,20.093632701920185
27.93972738151323,39.38638491629912,222.82758277369652,21.246128554196353
21.93963178886665,81.89434771834006,3674.0406027541994,19.96179244580316
2.0208388199096436,62.29486829430557,3921.316531505524,21.364361952470663
2.019753415129119,94.23752494296357,1724.17366084734,22.50819114491929
-2.386237452431024,54.30011266730834,2454.6432296373087,25.99480362027733
33.97792655987208,89.58498926511385,1801.194504974987,17.95683375731454
22.050175528444395,55.916434998259,1287.5186035444824,22.10290646207664
26.863266000822048,98.33986229615883,309.2751714312305,19.39906195318178
-4.07369775668889,96.78675051191014,1824.2709215891955,23.76896165646161
38.645943347289744,46.330936444486426,3273.538225437806,18.461382410760447
32.45991883601898,90.87389363334425,68.1258443520143,19.368541523093473
4.555259980522427,87.80890993725194,2328.4307327208894,22.992581240207127
3.182123524319527,36.854431786205026,3523.0884349067555,22.809722468756352
3.2532029434045224,69.94323206266158,870.197720057432,22.877814620639544
8.690900933179197,25.81458524718519,733.0234587562487,23.196492066533423
18.614039423450702,86.93685764667693,3089.1065028077724,19.88488748182605
14.437525838895208,33.96367068027972,1020.3457244771732,22.58904295823526
8.105311308911887,25.66517611086116,767.9370702425938,24.812743684616876
22.533380262507077,52.0175276431049,1511.95700227694,21.082531696728026
1.2772237293418822,66.15377108797148,1570.0080490808718,24.284265682440825
8.146509184084817,88.39335668478168,3496.404252066264,21.8122857042309
11.486282948216125,97.93940204173892,2473.7738877347074,20.498256906209267
15.523149289766618,55.15940100558909,1623.8458253583574,21.97321302271836
30.33291826268561,24.835753838821617,2137.5518571430675,20.2563909255453
3.985320197126189,79.92924632206964,3815.860933301097,22.980607771074812
18.140549728612523,65.213860497915,452.8587064395815,20.949947860120208
21.65865559879191,55.83130758755705,830.8620868987657,19.690673533724347
-2.9097314276001023,44.74151030337517,3850.1148263462214,24.238847500329076
22.339518335564726,60.19188222748285,3829.2993941088166,20.29232733359553
2.6735855659281187,47.09436835656248,708.6616850590906,24.247818821028737
-2.0726783156624218,80.56094941978883,580.4352685011929,24.50443625384707
37.699849176399994,63.511495719411286,1684.3405373544792,19.14618291051009
38.45344148835517,90.14782193232895,198.87316995187643,17.987405438146183
31.377880665240752,63.483513171955366,2619.61412914056,18.818379664620206
8.70761961280168,39.0609930671944,309.98408664696876,23.85962231993431
-0.6047548697127256,88.08735057857156,232.11850837712288,23.266070034908584
25.79048619304706,64.57752359440352,1940.7477448353968,19.990578414803394
14.80686221828206,36.5472830514849,3831.146544440406,21.560350398195478
0.4917205680150474,69.88062479649777,1707.1837442526382,25.198069286229266
17.28296095500716,48.617341195394204,1425.9246346422044,21.661994768747448
-3.452516549815172,87.55244898336527,3991.8268620091435,23.429902421507116
35.91941809354519,56.26397909172343,2127.875843116734,19.42374834727677
6.645099172000762,78.11530864859334,1500.965627560994,22.208079060644305
24.81350279592919,27.642896610898973,1543.4432533664074,22.246917737881173
9.026998424023493,51.68194770418769,779.8379841340419,24.73096822390828
18.403060953001486,98.6593149177919,2048.892229790156,20.47490294240369
19.601962570447583,84.67682315817187,1755.4201126720232,20.27634575984991
3.3184504986487173,32.79526418935429,1083.1811853896536,25.741829736406796
38.63130824940514,42.22112395818041,642.1603464070391,19.756575851737498
29.880977051250156,46.385264708508885,1244.9554746702147,20.188865208872034
37.27745237038851,72.02924483963565,2034.733310750917,19.34624731180998
35.2672307692442,80.55958075917245,233.3330891392067,20.068017611842176
21.905499046498832,79.96212870463279,614.9761143358239,20.615310962890007
36.48434057604026,60.78992450451223,3790.629067876381,18.089048405689397
-1.0178374076636225,84.8656430270521,2171.421404125356,24.102513714402257
3.819228808861533,54.96624662059801,253.79721464015148,24.255600814679035
-2.9647719990257873,29.910445223644953,2772.3510350782917,23.694178784503183
9.639864884346895,65.15534733230507,247.21148031613893,22.407601412624718
12.49047803602669,96.18411076808853,2955.496908185492,20.00782451029648
7.210706429825317,83.43949211140091,2999.8508868801073,22.518999553137345
32.29318791183682,66.2960518153794,2604.3159029970107,17.906000459594015
11.053899701211517,71.74445282792774,2928.8181784773988,21.962653627984636
7.642052935932135,94.44496216284581,351.86312405223094,24.2983672058538
19.42132374212118,54.267423554796835,2907.1222094210707,22.053498286982702
1.3415901238643189,46.51153111541099,546.7532788955318,23.193565061979125
31.098864133931784,98.17932520003592,1358.0236290873752,17.83936383838494
-1.645221034410313,89.07545068082668,3770.9810140025315,22.429943121950178
39.40991214702328,45.843486769488194,2011.5019106365603,17.482111274692542
29.751014618349586,57.102447788873825,3869.705728332055,17.62110770148818
3.942205669037758,53.20625032062392,355.68983554695023,24.20248818312156
-4.751504729437892,31.927654293714713,1910.2263982527204,25.921918163729867
31.695764280467536,96.62554590506073,249.6092811074826,19.982748190391657
26.80858047314277,52.3449944975807,2520.8410495971393,19.606916708882995
27.805322561844427,90.02632661103264,314.82800547406555,19.693091621197436
29.70716560086756,35.148498214453205,701.4712101615092,20.86244528787004
